"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2343","testCreateUser","Surefire suite","2025-11-17","passed","2025-11-17","tests.CreateUserTest","Surefire test","tests.CreateUserTest","testCreateUser"
