"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16427","automateScenario","Surefire suite","2025-11-17","passed","2025-11-17","tests.Checkout","Surefire test","tests.Checkout","automateScenario"
